"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10814430",-0.0483011223431286,0.0347084486950808,-0.0028,0.309988914524315,0.0029,0.069349,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs116950478",-0.015405052616339,0.0545781717687493,2e-04,0.472544149389842,0.0052,0.106314,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs11735585",0.0452226884479023,0.0268654136870039,0.0011,0.272870419496569,0.0027,0.0616961,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs138250961",-0.106137960550538,0.0934162769107219,-0.0043,0.727862567648398,0.0096,0.158689,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs138971980",0.00021862104628137,0.110410224179391,-0.0082,0.931466987723653,0.0103,0.190514,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs1394833",-0.0240110651434773,0.0362532889350549,0.006,0.317973615881657,0.0034,0.0708095,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs140045289",0.0478488625796198,0.119224426426218,0.0051,0.836844846067012,0.0114,0.187137,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs145916213",-0.0597403519066823,0.0828313678982222,-4e-04,0.675090128859826,0.0078,0.149385,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs1777334",-0.000571671027889371,0.0267790024211362,0.0016,-0.281124950772763,0.0022,0.0615623,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs2934126",-0.0196398220259055,0.0269369783155304,-0.0045,-0.270908865821506,0.0027,0.0612749,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs3016887",0.16504626501052,0.075998315395368,-0.0075,0.666510554599453,0.0076,0.149408,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs304128",0.0610433907786408,0.0385654687929584,-0.0026,0.331229948379266,0.0033,0.0730405,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs61891046",0.01381874740171,0.0358017594875052,0.0066,0.343674807151713,0.0036,0.0730281,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs72798575",0.0223411674421431,0.0617607091593513,-0.0029,0.501593135202385,0.0066,0.112087,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
"rs73168175",-0.0203360987869352,0.0497503487096765,0.0011,0.407003923524181,0.0048,0.0907653,"BMI","LongSleep","AF",0.983424828513975,7.16643031379722
