"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs12422102",0.00311503321824711,0.024894203803586,0.0106,-0.080103292842114,0.0027,0.0177943,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs13070948",-0.00591312803979792,0.0310827943505898,8e-04,0.101039192174266,0.0039,0.022855,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs147114449",-0.0483779381582947,0.0849218545729827,-0.0118,0.321626873192208,0.0117,0.0653591,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs34463696",-0.0279849794057155,0.0370466182386365,0.0067,0.122943033274454,0.0047,0.0263967,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs36073432",0.0968823875305758,0.0625975069810132,0.0037,0.229236948802762,0.0078,0.0449342,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs4607435",-0.0137199691706488,0.0270653111458439,7e-04,0.084662787878709,0.0034,0.0190437,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs72719172",-0.0409016749105773,0.0611344277317259,-0.0054,0.213925192504131,0.008,0.04501,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs7577635",0.0195577979725152,0.0232856809492227,-0.0031,-0.078208058338985,0.0025,0.0171993,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs76013678",-0.0515611187994069,0.0596493577959939,-0.0091,0.161659560345859,0.0069,0.0360939,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs76402879",-0.00889255001483564,0.0912662213078485,0.0248,0.310802718442495,0.0114,0.0660669,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
"rs77471963",0.00369584046298916,0.037033052131894,0.0028,-0.123856064220383,0.005,0.0265894,"BMI","LongSleep","AF",2.57213388261357,19.9497465991794
