"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10125474",-0.0255590905935618,0.0371792372299179,0.007,0.0286909682826371,0.0024,0.00617780683163802,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs10138093",0.00343754372198395,0.0359482096435665,-0.0092,-0.0292009053312502,0.0027,0.00621235887355239,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs1030025",-0.0488090610998801,0.0441516582840251,-0.0041,-0.0330132261299236,0.0032,0.0074652135946834,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs11062934",0.00623687939859157,0.0361428736034834,0.0011,0.0269253700510153,0.0024,0.00593618522626149,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs113741904",0.102626696442576,0.0451985025604514,-6e-04,0.036746972362219,0.0036,0.00829517532862787,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs11680723",0.00946722493588514,0.0464667005265294,-0.0136,-0.0358464692151417,0.003,0.00789759298786025,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs11805515",0.0663988901695107,0.0779267157983952,0.0017,0.245767824434596,0.0053,0.0511458739353795,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs12052085",-0.00985442438310572,0.0354503231788991,0.0147,0.028084156961794,0.0027,0.00605303534764972,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs12915898",0.0292981979749787,0.0428745044309934,0.0118,0.0372810327006388,0.0032,0.0084361436496703,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs13011109",0.0186576727842154,0.0354984785513124,-0.0188,-0.0333099446328049,0.0022,0.00701648524916254,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs13114461",0.0980837955636303,0.0605250219603845,0.0363,0.0610765561896494,0.0043,0.0108040138718155,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs147156372",-0.0114629828937858,0.143462782269528,-0.0256,0.433666962901505,0.0103,0.0956885568247318,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs148993979",0.101523311996235,0.111942800357259,0.0182,0.341525748401192,0.0081,0.0772116824553876,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs150973658",-0.0235314425729644,0.0487409479868285,-0.0031,0.0392927643784135,0.0038,0.00865335192020608,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs1837269",0.0650018984304432,0.0352305035699813,0.0121,0.027963715484047,0.0023,0.00619538970633282,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs210202",0.000415934955243766,0.0360592911786883,0.008,0.0281349087158547,0.0024,0.0060832299851295,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs2279829",-0.0250953387802827,0.0422531808718649,0.0108,0.0330793279560082,0.0028,0.00734720761343333,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs2374053",-0.00610593373948875,0.0394170625662859,-0.0175,-0.0310171122448178,0.0026,0.00672414722479879,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs2685563",-0.00390502415688442,0.0347785762299979,-0.0161,-0.0287845217184884,0.0026,0.00645095022488391,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs2787572",0.0717612313020912,0.0383544662113445,5e-04,0.0319138809130508,0.0029,0.006923571321172,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs28412916",-0.00127676647063457,0.0353925591395136,-0.0117,-0.108498698164803,0.0026,0.0240622266228393,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs3111810",0.0369524087669581,0.0353787884092125,5e-04,0.0300758260328173,0.0023,0.0067054412368006,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs34179442",-0.0154193276361586,0.0352592221122897,-0.0049,0.029677370919989,0.0026,0.00655105409039868,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs34351",0.00721054728104401,0.0368064501647202,-0.0305,-0.0308822694994576,0.0028,0.00651036122221129,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs3778624",0.0152582081410209,0.0407664019447855,0.0015,0.0302743612955407,0.0027,0.00674555466044552,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs4111333",-0.0753265618053306,0.0371790082577507,0.0054,0.0298019158678479,0.0028,0.00636330803609039,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs4447042",-0.0431258511860287,0.03574386609067,0.0081,0.0314399542022107,0.0027,0.00609960148147996,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs4624927",-0.0290984919768947,0.0707763982616854,0.0059,-0.0580760320956922,0.0047,0.0123184699431183,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs55716329",0.0370703824476252,0.0489298759472545,-0.0072,-0.0387228904800637,0.0036,0.0087156768627991,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs56162953",-0.0517447403277864,0.0542318225505508,-0.0109,-0.0460549742097953,0.004,0.0102414103461794,"BMI","OSA","HF",13.9361374153539,6.77463595617976
"rs56353887",-0.0418343093115551,0.058079796412285,0.0141,0.165765578044502,0.0042,0.0372707140124491,"BMI","OSA","HF",13.9361374153539,6.77463595617976
