"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10814430",0.0134140898979635,0.0154063415191884,-0.0028,0.309988914524315,0.0029,0.069349,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs116950478",0.000402192475543226,0.0244630725789765,2e-04,0.472544149389842,0.0052,0.106314,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs11735585",0.00613056237651668,0.0121211107657917,0.0011,0.272870419496569,0.0027,0.0616961,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs138250961",0.0926984723853375,0.0398283701147674,-0.0043,0.727862567648398,0.0096,0.158689,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs138971980",-0.00405537166311194,0.049042468708588,-0.0082,0.931466987723653,0.0103,0.190514,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs1394833",0.00394601365448184,0.0162140935097178,0.006,0.317973615881657,0.0034,0.0708095,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs140045289",0.0416424150663356,0.0550211916932735,0.0051,0.836844846067012,0.0114,0.187137,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs145916213",0.00783933103175521,0.0362471605541854,-4e-04,0.675090128859826,0.0078,0.149385,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs1777334",-0.00949378299345962,0.0120579084724691,0.0016,-0.281124950772763,0.0022,0.0615623,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs2934126",-0.00320423622203378,0.0121208506623637,-0.0045,-0.270908865821506,0.0027,0.0612749,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs3016887",0.0450240872130366,0.0364283316632027,-0.0075,0.666510554599453,0.0076,0.149408,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs304128",-0.00810445745793661,0.0176764967240424,-0.0026,0.331229948379266,0.0033,0.0730405,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs61891046",-0.000699051452439522,0.0162354132854486,0.0066,0.343674807151713,0.0036,0.0730281,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs72798575",-0.0210711752747885,0.0281639915513947,-0.0029,0.501593135202385,0.0066,0.112087,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
"rs73168175",0.0332880525415406,0.0221574940441086,0.0011,0.407003923524181,0.0048,0.0907653,"BMI","LongSleep","HTN",0.983424828513975,7.16643031379722
