"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs11717975",-0.077102619027088,0.0480448100185189,0.0045,0.120699782927429,0.0052,0.0267173717320039,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs12422102",0.00544979393734682,0.0283039815526491,0.0106,-0.0802684019383813,0.0027,0.0174447627739073,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs147114449",0.057182329909555,0.0908736646623943,-0.0118,0.321302540383647,0.0117,0.0648340236377092,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs1796333",0.00900687434044167,0.0404403792856136,-0.0033,-0.114481867857165,0.0044,0.0258891715012508,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs34463696",0.0193620586697293,0.0412761324038897,0.0067,0.122861231640188,0.0047,0.0263518444410168,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs4607435",-0.0445776979812737,0.0309565852644729,7e-04,0.084793464138113,0.0034,0.0184439679040949,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs4912548",-0.0950487442166217,0.0362649330344978,8e-04,0.100693351079953,0.0039,0.0225988711857467,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs4938609",-0.000967315375503916,0.0948222667489132,-0.0106,0.230327336933761,0.0104,0.0512759389200468,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs6078273",-0.0800075199736165,0.0384735604727813,-0.0019,0.09697528318935,0.0032,0.0219246252761022,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs6737318",0.00309587291882528,0.0309204490074186,-0.0088,0.0835152458482177,0.0035,0.018865839518437,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs7017946",0.0979313142623174,0.0544065854044227,2e-04,0.146677116726708,0.0062,0.0330977445205328,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs72719172",-0.14452779429332,0.0720078943732616,-0.0054,0.213586521662779,0.008,0.0443562517589144,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs7577635",0.0300432872294213,0.0265258085557865,-0.0031,-0.0780398209188899,0.0025,0.0169452942114471,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs76013678",-0.0988976449039317,0.0700292200346281,-0.0091,0.161541511357851,0.0069,0.0347992669301499,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs76402879",-0.029607209930147,0.104560788365959,0.0248,0.310450136215629,0.0114,0.0655673844854955,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
"rs77471963",0.0711744597740736,0.0415064448728326,0.0028,-0.123644180991801,0.005,0.0264528238171544,"BMI","LongSleep","CAD",2.23787080229738,20.2233477399295
