"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10814430",-0.0976402918621522,0.0472427003754344,-0.0028,0.309988914524315,0.0029,0.069349,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs116950478",0.110486090771377,0.0701779652970238,2e-04,0.472544149389842,0.0052,0.106314,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs11735585",-0.0122438329277493,0.0359910019304817,0.0011,0.272870419496569,0.0027,0.0616961,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs138250961",0.138652741431125,0.112178047966267,-0.0043,0.727862567648398,0.0096,0.158689,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs138971980",-0.292282378503886,0.171842929778608,-0.0082,0.931466987723653,0.0103,0.190514,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs1394833",-0.0016316883883831,0.0480668514965706,0.006,0.317973615881657,0.0034,0.0708095,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs140045289",0.252055793125214,0.145802654426048,0.0051,0.836844846067012,0.0114,0.187137,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs145916213",0.0515782326995354,0.10661749388697,-4e-04,0.675090128859826,0.0078,0.149385,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs1777334",-0.00872878848458305,0.0357304957383545,0.0016,-0.281124950772763,0.0022,0.0615623,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs2934126",-0.0151841300840512,0.0359968342404086,-0.0045,-0.270908865821506,0.0027,0.0612749,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs3016887",0.0990853728887898,0.101162829399733,-0.0075,0.666510554599453,0.0076,0.149408,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs304128",-0.0425819416773229,0.0536438507953488,-0.0026,0.331229948379266,0.0033,0.0730405,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs61891046",0.0370928462125678,0.0473374310724812,0.0066,0.343674807151713,0.0036,0.0730281,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs72798575",0.0733969196234273,0.0793155062110295,-0.0029,0.501593135202385,0.0066,0.112087,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
"rs73168175",0.0233867346847784,0.065159649004884,0.0011,0.407003923524181,0.0048,0.0907653,"BMI","LongSleep","CAD",0.983424828513975,7.16643031379722
