"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10782429",0.0281203499110809,0.0232885856471823,-0.0015,0.0332342633559019,0.0025,0.0074282084893064,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs1079208",0.0426880721712475,0.0243794871655898,0,0.0390971497049307,0.0025,0.00844997375285751,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs11068847",-0.0663468722063194,0.0838856542122317,0,0.124510329234475,0.01,0.0273023648353752,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs1120805",0.0162599699145155,0.0294333424304243,0.0093,-0.0438976790590418,0.0036,0.00987097303763389,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs11251508",0.0126884161913408,0.0232876650017828,0.0032,-0.0338516257418896,0.0026,0.00763928179582708,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs116931670",-0.0474136082072607,0.0443031037911222,0.0066,-0.0814646149991705,0.0056,0.0169262985492726,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs117061470",0.044397908949834,0.0688938205308315,0.0071,0.113744038458884,0.0089,0.0255535768467762,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs117312222",-0.00444975476793621,0.0513353034316589,0.0082,0.0783930433361924,0.0061,0.0156340718289029,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs117315629",-0.035904338835007,0.0857228328470054,-0.0108,0.129549537521238,0.0104,0.0285329075296027,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs11759410",0.0371121429339085,0.0491005191299668,-0.0103,-0.0766443667065817,0.0055,0.0165671688925968,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs11883812",0.034624768432198,0.0398393417234034,4e-04,0.062255553887548,0.0044,0.0129581397107523,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs12215640",-0.0279112047186014,0.0468999827092279,-0.0169,0.0764129362121685,0.0053,0.0166134892546308,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs12658268",-0.0298699584111995,0.0281252728983875,0.0055,-0.0436740775368481,0.0031,0.00965277628674206,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs13174131",-0.00604593509989016,0.0331712451412858,0.0363,0.0486368569252716,0.0042,0.0108672870909376,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs186360618",0.0142210629602863,0.0364349582802945,0.0286,0.0615375285108964,0.0131,0.0138162688884436,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs2356864",-0.00428487325988065,0.0230003612584492,0.0053,-0.0342724976413257,0.0025,0.00743224995684083,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs2837994",-0.0380352114151868,0.0363495109268718,0.0078,0.0506045240673494,0.0038,0.0113618450585423,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs28855509",-0.0253164334624153,0.0373778486160095,0.0129,0.0406170525916307,0.0035,0.00913061585110678,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs3025653",0.0274453197604232,0.0524981401527552,0.0064,0.0829786494617093,0.0058,0.0167648621771048,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs34837036",0.0105281139255991,0.0298011480049267,-0.0037,-0.0487228447500127,0.0037,0.0107299768898786,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs429358",-0.0213120313014704,0.0335968599311007,-0.0221,-0.0550943130370641,0.004,0.0106315938243128,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs4688059",-0.0276071650148168,0.0296957456199329,-0.0125,-0.0476039651966861,0.0033,0.0107471865696596,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs59569120",-0.0088235909282001,0.0617067864865788,0.0139,-0.0937572907383886,0.0078,0.0211844879132127,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs62118281",0.020355362024455,0.075634936317872,-0.0287,-0.120423309253045,0.0095,0.0271299180064665,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs6461115",-0.00948820597068842,0.0270094290648614,-0.0128,-0.0397948616463312,0.0027,0.00877023107893582,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs67354673",-0.0402394238103186,0.0315531154028415,1e-04,0.0490211009187131,0.004,0.0107414349498715,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs71616678",0.0143769060892781,0.0310397553566124,0.0028,0.0472271219836298,0.0038,0.0103864077658422,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs72821628",-0.00828269733144794,0.0270092651505694,-0.0059,-0.0419222747982616,0.0033,0.00872098226580144,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs76027431",-0.17159897840065,0.0923645265108563,0.0057,0.152585279185804,0.0099,0.0326876066481255,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs79163424",0.0501718528491789,0.0552088290688351,-0.0179,-0.0840882264652915,0.007,0.0189968084785318,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
"rs8084408",0.0274928134501304,0.0273175182151132,-0.0017,-0.0404885322532959,0.0033,0.00899056663211988,"BMI","Sleepiness","AF",6.23250019743335,12.4607160158912
