"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs1079208",0.0426880721712475,0.0243794871655898,0,0.0391630191813239,0.0025,0.00848663,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs11056489",-0.0431446906231802,0.0316430647145892,0.0022,0.0492757605341451,0.0035,0.0111228,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs11068847",-0.0663468722063194,0.0838856542122317,0,0.124754235833472,0.01,0.0274765,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs1120805",0.0162599699145155,0.0294333424304243,0.0093,-0.043988460820757,0.0036,0.00992817,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs116931670",-0.0474136082072607,0.0443031037911222,0.0066,-0.0816060123310791,0.0056,0.0170103,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs117312222",-0.00444975476793621,0.0513353034316589,0.0082,0.078321226775196,0.0061,0.0163324,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs117315629",-0.035904338835007,0.0857228328470054,-0.0108,0.129860914654397,0.0104,0.0288176,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs11759410",0.0371121429339085,0.0491005191299668,-0.0103,-0.0768356889930365,0.0055,0.0167391,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs11883812",0.034624768432198,0.0398393417234034,4e-04,0.0620917803069849,0.0044,0.0132316,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs12215640",-0.0279112047186014,0.0468999827092279,-0.0169,0.0766091273698901,0.0053,0.017058,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs12658268",-0.0298699584111995,0.0281252728983875,0.0055,-0.0437324758650054,0.0031,0.00967513,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs186360618",0.0142210629602863,0.0364349582802945,0.0286,0.0616593803867278,0.0131,0.0138933,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs2784119",-0.00310168817475189,0.0229996092694456,0.0044,-0.0345790224865275,0.0025,0.00779176,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs3025653",0.0274453197604232,0.0524981401527552,0.0064,0.0831271765738819,0.0058,0.0168777,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs34499190",0.048832785732602,0.0551869962853075,-0.018,-0.0869488334909697,0.007,0.0195776,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs34837036",0.0105281139255991,0.0298011480049267,-0.0037,-0.0488216146639937,0.0037,0.0107918,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs429358",-0.0213120313014704,0.0335968599311007,-0.0221,-0.0550772867702816,0.004,0.0111589,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs7141168",0.0230180151916409,0.023825938712638,-0.0017,0.0366115429965666,0.0026,0.00804729,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs71616678",0.0143769060892781,0.0310397553566124,0.0028,0.0473605713598376,0.0038,0.0105559,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs72821628",-0.00828269733144794,0.0270092651505694,-0.0059,-0.0418621185951383,0.0033,0.00911522,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs76027431",-0.17159897840065,0.0923645265108563,0.0057,0.152875581520542,0.0099,0.0329329,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
"rs8084408",0.0274928134501304,0.0273175182151132,-0.0017,-0.040604309881942,0.0033,0.00913325,"BMI","Sleepiness","AF",3.56040466373368,15.1931289129878
