"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10906974",0.00836075931377501,0.028105698257255,-0.0018,0.03842133144693,0.0027,0.00867291105652462,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs11212405",0.024778413586434,0.0261357257379243,-0.0059,0.0367865798191578,0.0029,0.00816563535901684,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs112324736",0.0175409015966551,0.032680590536477,-0.0199,0.0460590007016031,0.0036,0.0101205042562046,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs112922765",-0.0205564010166235,0.036215944009391,-1e-04,-0.0503372417809703,0.0041,0.0113604326608406,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs11704388",-0.222698529564694,0.089141812044422,0.0018,-0.124466754977815,0.0084,0.0280891245613827,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs11712192",0.00774245298355434,0.0320078401167333,-0.0014,-0.0469887520816871,0.0031,0.0106039774384801,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs11951138",-0.0048755768925703,0.0553091926415235,-0.0046,-0.0819552400260268,0.0057,0.0181445395428608,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs12283611",-0.0014523733122055,0.0259654906606786,-3e-04,0.039144458755582,0.0029,0.00856318073215216,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs12487067",0.00977083389943986,0.049627744762368,0.0138,0.070646695717677,0.0057,0.0149148130591809,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs13190937",0.0277607589672621,0.0275531819203418,0.0042,-0.0363502502887648,0.0025,0.00816867095201467,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs16903499",-0.0200053272563685,0.02950846788132,-0.0038,0.0418335328339448,0.0029,0.00919066444784853,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs17354185",-0.00173417451878144,0.0310120614527884,-0.002,-0.0483109935553174,0.0031,0.010435691810087,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs17793354",0.00999012648869556,0.0452570097746946,-0.0048,-0.0626621220589093,0.0043,0.0138800012452113,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs180726314",0.024139905610602,0.104741944450095,-0.0089,-0.170566579192874,0.0139,0.0383152431176766,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs2570501",-0.0404041816500686,0.0289959186874846,-1e-04,-0.0464355283042039,0.0028,0.00932185322734153,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs283256",-0.0215621036332552,0.0280081285932403,-7e-04,-0.041057891745197,0.0028,0.00890194758702895,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs303753",-0.0167421260446984,0.0271188868453117,0.0207,-0.0381521300667121,0.0026,0.00824698851637072,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs35449613",0.0223028346666998,0.0526729562962525,-0.0029,0.0820942606533755,0.006,0.0174942709701334,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs4560653",-0.00734187954481827,0.029567360173215,-0.0111,-0.0435471834065748,0.0033,0.00985395971469579,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs58941960",-0.00984572508689029,0.0372597508122307,-0.0159,0.0568410139815008,0.0041,0.0116998068338859,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs60994383",-0.0137407448081764,0.0307094315504476,-0.002,-0.0481569476219623,0.0035,0.00954805443874824,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs62032791",-0.0321458219789904,0.0274319397402128,0.0038,0.0377925746856219,0.0031,0.00840937524487929,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs6491653",-0.00659029939356531,0.0332583834433407,-0.0083,0.0482539828441425,0.0038,0.0109089833178867,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs7144365",-0.0159898351523471,0.0258318574131066,-1e-04,-0.0381191767613226,0.0025,0.00861283848927035,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
"rs73204557",-0.0324033073526293,0.0430353496249366,-0.0046,-0.0730451877408275,0.0052,0.0163877541495734,"BMI","Insomnia","T2DM",5.88989259071084,21.1785033560622
