"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs117849753",-0.00977893689664934,0.124394100299732,0.0071,0.403870504069325,0.0102,0.0899587,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs11805515",-0.0376614408106759,0.073734180742832,0.0017,0.255835304812432,0.0053,0.0523207,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs12301832",0.013355400614343,0.0335324944736477,0.0032,0.119869745850384,0.0028,0.0270299,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs146632866",0.0215110002458818,0.122491266657674,0.0265,0.402888458061381,0.0111,0.0910824,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs147156372",-0.00670671540627465,0.13045694343555,-0.0256,0.452361416572393,0.0103,0.0979001,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs148993979",-0.145153249048344,0.113537257297916,0.0182,0.356736942016812,0.0081,0.0790262,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs322237",-0.0203034473489441,0.0366538401671748,-7e-04,0.12812053027586,0.0027,0.0286622,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs56353887",-0.121918203409078,0.0541512681443638,0.0141,0.174096154063185,0.0042,0.0383808,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs57946121",0.0535240377924791,0.0658773764829026,0.0091,-0.263804100534125,0.0058,0.0587567,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs7183818",0.0227108297921618,0.0317862905552623,-0.0131,-0.110394274903555,0.0023,0.0247124,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs73270123",0.00193499088394404,0.053227598972538,-0.004,-0.202078241145528,0.0045,0.0443982,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs75439231",0.0174057284061337,0.0979411145874739,0.0042,0.321873332158038,0.0079,0.0715071,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs78203474",-0.0273605827599348,0.0610228017490591,0.0028,0.220147066333935,0.0053,0.0468536,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs79252054",0.0413095337627733,0.127633530568314,0.0274,0.398104753701872,0.0099,0.0881917,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
"rs9829686",0.0411997102285057,0.0314017395237961,-0.003,-0.109722236368893,0.0023,0.0247276,"BMI","OSA","CKD",3.65207085580278,8.75132635293549
