"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs11717975",-0.103418952589713,0.051036715378536,0.0045,0.120699782927429,0.0052,0.0267173717320039,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs12422102",0.00118613615851555,0.0298056584397013,0.0106,-0.0802684019383813,0.0027,0.0174447627739073,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs147114449",-0.0929958556962289,0.100207099158935,-0.0118,0.321302540383647,0.0117,0.0648340236377092,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs1796333",-0.076116743687589,0.0432631818568631,-0.0033,-0.114481867857165,0.0044,0.0258891715012508,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs34463696",-0.0108981253989864,0.043799312952718,0.0067,0.122861231640188,0.0047,0.0263518444410168,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs4607435",-0.0629615008005177,0.0326209699204084,7e-04,0.084793464138113,0.0034,0.0184439679040949,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs4912548",-0.0455581763956608,0.0375950759052517,8e-04,0.100693351079953,0.0039,0.0225988711857467,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs4938609",-0.0676381265326959,0.102493786163189,-0.0106,0.230327336933761,0.0104,0.0512759389200468,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs6078273",-0.0992017562896223,0.0407785748138697,-0.0019,0.09697528318935,0.0032,0.0219246252761022,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs6737318",-0.0787804324431651,0.0330733040491279,-0.0088,0.0835152458482177,0.0035,0.018865839518437,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs7017946",-0.067381870617856,0.0602800228929825,2e-04,0.146677116726708,0.0062,0.0330977445205328,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs72719172",-0.0248448724923208,0.0720150813110341,-0.0054,0.213586521662779,0.008,0.0443562517589144,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs7577635",0.034334340229382,0.0278596053847238,-0.0031,-0.0780398209188899,0.0025,0.0169452942114471,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs76013678",-0.167022253439734,0.0763536297195785,-0.0091,0.161541511357851,0.0069,0.0347992669301499,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs76402879",-0.0834334067415648,0.113083730516106,0.0248,0.310450136215629,0.0114,0.0655673844854955,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
"rs77471963",-0.0284793271654001,0.0451037899644689,0.0028,-0.123644180991801,0.005,0.0264528238171544,"BMI","LongSleep","CKD",2.23787080229738,20.2233477399295
