"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs11116609",-0.0468113507165816,0.0684701279596054,-0.011,0.122978405210364,0.0076,0.0261621,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs111551671",-0.0184828884933109,0.075752561419251,-0.0055,0.133210091012688,0.0078,0.0295262,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs112896137",-0.00584261515069576,0.0505724825873182,0.0032,0.0749312046334306,0.0049,0.0169388,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs11622538",-0.0137846378003879,0.0465151178012196,-0.0037,0.0969361299579308,0.0047,0.0187367,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs11679120",0.0773837685451444,0.0620206640946839,0.0011,0.116573415471892,0.0072,0.0250619,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs11768507",-0.00146520187003862,0.0265143674181134,-0.0049,0.0450307253743033,0.003,0.0100891,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs11790060",0.000917270365345182,0.0273690203198756,0.0015,-0.0474847665717437,0.0031,0.0106024,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs118049019",0.039015444662351,0.0571799720166314,0.0026,-0.108276986650098,0.0067,0.0243456,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs12565028",-0.0232834625718955,0.0298783071425912,-0.0081,-0.057021246777192,0.0029,0.0128768,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs12705959",0.00388413448503174,0.0258199391513311,8e-04,-0.046818060045716,0.0026,0.0104632,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs13208108",0.0116094104121937,0.0293101364010843,-0.0037,-0.0513438219798373,0.0029,0.0115568,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs1396427",-0.00272859332090612,0.0349996062623856,-0.0016,-0.0727739392944494,0.0035,0.0148473,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs1445477",-0.0206485587829826,0.0263988638412204,0.0022,0.0478087303398148,0.003,0.0106804,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs16851959",-0.00116329907600123,0.0588964644680792,0.0014,-0.102728427088527,0.0055,0.0231575,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs17668087",0.0318746023197613,0.0403863289441764,0.0024,0.0718833566734466,0.0044,0.0150596,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs17810777",-0.0218230949581933,0.0318348377905224,-0.0028,-0.0616435157125723,0.003,0.0134264,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs246905",0.0220099661194615,0.028067998241114,0.0139,-0.0487775142494425,0.0027,0.0107736,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs2554692",-0.0208656972614192,0.0363861348374912,0.0039,0.0614807258430204,0.0035,0.0138247,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs294467",-0.0455148809890705,0.0272504731921324,-0.0087,-0.0496619941027278,0.0026,0.0108662,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs34055645",0.00291917728378341,0.0330344913259269,0.0012,-0.0595228539855774,0.0037,0.0131679,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs4471805",-0.0651833403279552,0.0417496434042157,0.0093,0.0698151999488698,0.0041,0.0154948,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs56293917",-0.0108430189044315,0.0285059125927162,-0.0172,0.0507501469096611,0.0032,0.0110036,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs578174",-0.0267552967586113,0.0419983970466575,-0.0081,-0.0883133150523932,0.0042,0.0190721,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs61906052",0.0122748717858353,0.0563839513626549,0.0037,0.102836332586519,0.0064,0.0216434,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs62268945",-0.00673363955312655,0.0257674927552137,-0.0021,-0.0500729866344406,0.0029,0.0101158,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs73574943",0.0621298467159271,0.113550466269978,0.0036,0.189247516864688,0.0121,0.0427914,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs74473238",0.0529936853063253,0.0457670397743837,0.0168,0.084965953202593,0.0052,0.0185333,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs7542184",0.0237226565002386,0.0279884307992881,-0.0014,-0.0481372273790597,0.0031,0.010883,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs79066835",0.0356528302690528,0.0444018941082596,0.0035,0.0768221426012845,0.0048,0.0164262,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
"rs7913819",0.0143165465343214,0.0268539622375787,-0.0031,-0.0481970401022932,0.0026,0.0102884,"BMI","ShortSleep","T2DM",3.55565954189051,18.5126850236021
