"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10782429",-0.00750995290383643,0.0282453287672142,-0.0021,0.0330861282598691,0.0023,0.00747491257767895,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs117134599",0.156084827616058,0.0842538397903671,-1e-04,0.333372571770795,0.0079,0.0729343945483728,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs117312222",-0.0253807849773195,0.0627455697085106,0.002,0.0802203946669969,0.0056,0.0179883356649311,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs11903853",-0.0359063261919304,0.0406911359904669,0.0016,0.16123495841879,0.0036,0.0358975223393831,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs13401678",-0.0228348349892652,0.0363267015229389,0.0049,0.142020922400367,0.003,0.0319052965806391,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs2356864",-0.0464558517945692,0.0280290165666693,0.0035,-0.0346314647381597,0.0023,0.0076902276077225,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs429358",-0.0672916801015025,0.0416205321598284,-0.0276,-0.0554340766783028,0.0036,0.0107824124730112,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs55860148",-0.0280556306505671,0.0328978885123271,-0.0175,-0.0407910380797502,0.0032,0.0088851976493029,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs59569120",0.00288144632750491,0.0754640841691121,-0.0047,-0.0938058446572222,0.0071,0.0211860654222171,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs62139969",-0.0136714665059085,0.105168295778592,-0.008,0.43709206772692,0.0099,0.0987419369572488,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs62460510",0.0403004977166013,0.053714607364953,0.013,0.203531840623326,0.005,0.045903031686498,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs72727877",-0.0690122103495036,0.0441899266763073,0.0013,0.169198067191198,0.0042,0.0382890368182156,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs72821631",0.0113664798131592,0.0326528612024294,-0.01,-0.0450642558419578,0.0031,0.00989276618304621,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs76636859",0.0425057461833906,0.0517389389928336,0.005,-0.227913231979234,0.0052,0.0482378645852143,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs8095147",-0.0143452109230714,0.0280169151256865,-0.0032,-0.0444275356041932,0.0023,0.00904887621407717,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
"rs9919172",-0.0475422046217151,0.044283918553811,-0.0045,-0.186177617047225,0.0036,0.0412515133844197,"BMI","Sleepiness","T2DM",7.05077893877452,14.2092737875302
