"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10148553",0.0108345478017363,0.0236049966680863,0,-0.0276466715292348,0.0025,0.00619326,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs10266330",0.0389287438768027,0.0232723479910619,0.0135,0.0294520004219282,0.0029,0.00642371,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs10513136",-0.0219689816495922,0.0491852198367753,0.0341,0.0583349436794296,0.005,0.0126802,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs10887584",0.000660301898048597,0.0231883190271348,0.0153,0.0273135651354597,0.0029,0.00606694,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs11072577",0.0500041278111237,0.0252893791939654,7e-04,-0.0323341599864044,0.0032,0.00671235,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs111492193",0.0234045938992911,0.0298242196326936,0.0039,0.0376329148068511,0.0039,0.00811495,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs112502508",-0.0213604254389564,0.0236187135742111,0.0324,0.0274303250480223,0.003,0.00614342,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs112632613",0.00543429369003795,0.028191663180233,0,0.036852526596389,0.0036,0.0079477,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs113618521",-0.0476029797081054,0.0313766374741369,0.0039,0.0402394248594984,0.0038,0.00845972,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs11558741",-0.0498867207201326,0.0318855349118605,0.0043,0.0367272223720269,0.0034,0.00820838,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs11669624",-0.0259035469431694,0.0230006291309908,0.0137,0.0271092024786178,0.0025,0.00609048,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs11702131",-0.0218670351723641,0.0292815284651357,-0.0014,0.036360858433566,0.0037,0.00808693,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs117458536",0.0487805633833146,0.0600467809235891,-0.004,-0.0738166299825895,0.0073,0.0165385,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs117760197",-0.0193889156805517,0.065943052224217,0.0145,0.0742908125802495,0.008,0.0162351,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs12129468",0.00606738440100883,0.0239407095178951,-0.0017,0.0305873992677909,0.0024,0.00633034,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs12469358",-0.00586564454792707,0.0307420889507427,-8e-04,-0.03754611607397,0.0033,0.00808232,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs12511373",0.024628353257136,0.0365127523501853,0.0146,0.0466640961638859,0.0048,0.0104099,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs12597391",0.0204686368893976,0.0247314965933293,-0.0078,-0.0293381865789694,0.0028,0.00650278,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs1262870",-0.00757430954572873,0.0261997013443534,0,-0.0309748042994305,0.0033,0.00698451,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs12673711",-0.0328984451485604,0.0266306148590293,-0.0088,-0.0312884171634295,0.0029,0.00686827,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs12677847",-0.0309252892593138,0.0250322484080389,-0.0032,0.0308686236624662,0.0027,0.00667142,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs13043844",-0.00206905142964807,0.0303897688227967,-0.0226,-0.037440219173847,0.0033,0.00812053,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs13067039",-0.0848633142950643,0.0367715620137226,0.0016,-0.045950749126394,0.004,0.0103739,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs13130484",0.00289077212404331,0.0231480328668577,0.0352,0.0344980404075674,0.0024,0.00598687,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs1367173",0.0168212574961555,0.0343591402330225,0.0011,0.0483710287253948,0.0036,0.00960637,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs140702899",0.145052329344565,0.0760412147236769,0.0418,0.122491931384118,0.0116,0.024905,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs1445655",-0.0142817427122954,0.0320882951452716,-0.0014,0.040863593654999,0.004,0.00848846,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs150973658",0.00534133517513547,0.0318131113041978,0.0016,0.0390668551639018,0.0042,0.00872194,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs1556036",-0.00178545210052836,0.0243304160309145,0.0103,0.029859727832683,0.0025,0.00668112,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs1656631",0.0214410221249525,0.0240005167883464,-0.0113,-0.0291806437524797,0.0026,0.0062666,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs17134155",-0.0291006491278276,0.0293525118336015,-0.0083,-0.0343212949279699,0.0029,0.00772599,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs17139246",0.0265570468253592,0.0233678716355896,0.0037,0.0309752742993201,0.0026,0.00641874,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs17209532",-0.00751801588808852,0.025325153877717,0.0021,-0.0329861087524803,0.003,0.0072849,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs17400325",-0.0888812175741654,0.0586682311574699,-0.013,0.0804087945017296,0.0059,0.0148579,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs17561473",-0.000562106472496123,0.0296116190117051,-6e-04,-0.0322360428540933,0.0031,0.00726514,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs1772910",-0.0152297210350133,0.0302497419705514,0.0015,-0.0348948034075978,0.0037,0.00786174,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs183331",-0.0213616495637363,0.0233613090082332,-0.0017,-0.0280178601029452,0.0025,0.00621615,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs2180976",-0.0172997579132371,0.0240539362630849,0.0099,0.0278972284172359,0.003,0.00626135,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs2238691",-0.0106963683689143,0.0282001392410374,-0.0362,-0.0327019266859695,0.0037,0.00736417,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs2374053",-0.00200407330866918,0.0261082906107415,-0.0206,-0.0310810502734013,0.0028,0.00690663,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs2517686",-0.0136171245530748,0.0271843336570261,-0.0032,0.0308977113278437,0.0034,0.00690465,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs2551307",-0.00267600094206517,0.023372880079149,0.0053,0.0292577860669348,0.0054,0.0065531,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs261985",0.0174184110602817,0.0236184355666391,0.0174,0.0288692441626598,0.0026,0.00634547,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs2917685",-0.00331975635316393,0.0234136255816722,0.0154,0.027187059843964,0.0029,0.00600455,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs3111819",0.00414184930125987,0.0234393220785969,0.0028,0.0293937400758453,0.0025,0.00611798,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs34003037",0.0647453917539314,0.0468381407133104,0.0021,0.0590610471292038,0.0063,0.0128527,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs34007988",-0.00269767098811479,0.0411766874562447,0.0085,0.048809211607076,0.0054,0.0110097,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs34122146",-0.0319585075272011,0.0264468924316435,-0.0018,0.0325930292668609,0.0033,0.00737047,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs34179442",0.0239064744229376,0.0232425951285444,3e-04,0.029471419783032,0.0029,0.00653006,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs34888568",-0.0303631187749834,0.0379379238816413,-0.0125,-0.0496147040089953,0.0046,0.0108587,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs34972145",-0.000692420958070505,0.0302620580783693,0.0055,0.0351258019753741,0.0039,0.00789777,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs360005",0.00566870120921089,0.0230253045642922,0.0043,0.0270410723110399,0.0029,0.00594948,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs4497925",0.0202856134193039,0.0248201364573413,0.0035,0.0289955368412525,0.0031,0.00645244,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs4650144",0.0115098487137625,0.0265135687263232,0.0097,0.0314502162732474,0.0032,0.00689184,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs4681356",-0.0328482684799463,0.024379156091912,0.0012,0.0311691554120295,0.0027,0.00669635,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs4721421",-0.0260029133739155,0.0258405282378556,0.0012,0.0302381830606099,0.0027,0.0067246,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs4980906",-0.0139229203044423,0.0237073290348743,0.0015,0.0284805512348925,0.0029,0.00635908,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs528211",-0.0181405269053138,0.0252172919058931,-0.0086,-0.0324612101553816,0.0027,0.00656365,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs56328224",-0.0109657435149102,0.0279286255321661,0.0026,0.0355215720670785,0.0035,0.00703246,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs57268239",0.027974228063427,0.0356677935304141,-0.0042,-0.043194598587274,0.0046,0.00962476,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs61164679",-0.0599002309172826,0.0237151826491239,-0.0109,-0.0284251950170761,0.003,0.00619645,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs61827933",-0.0354429765589459,0.0355146063241558,0.0189,0.0413722431057317,0.0045,0.00930243,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs61869870",-0.0651874574582662,0.0555316899177935,0.0135,0.0615371465155698,0.0066,0.0138627,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs62011735",-0.00371718141327954,0.0265882844664303,-0.0049,0.0320895777085975,0.0034,0.00696072,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs62064073",0.0128616304707302,0.0428181310630982,-0.0042,-0.0522031818938781,0.0055,0.0114949,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs62470372",0.0382387439975615,0.0355648664339459,0.0082,0.0418422738582328,0.0046,0.00932836,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs62545228",0.00972941451717565,0.0316028898125191,-0.0117,-0.0384020083835099,0.004,0.00811377,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs6453133",-0.00577597476935311,0.0251159702676266,-0.0239,-0.0299830322143558,0.0025,0.00654527,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs6545176",-0.0151145224037413,0.0310418636662029,0.0017,-0.0375845324272972,0.0034,0.00849559,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs662735",-0.0389954058534161,0.030338205380952,6e-04,0.0341598516467048,0.0032,0.00771161,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs66705052",0.0362319135681532,0.0338601788465292,0.0184,0.0449638053675863,0.0044,0.00943727,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs67855677",0.0748355429734149,0.0337681699671125,0.0035,0.0424846116061554,0.0043,0.00945184,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs6815475",0.0221670018820124,0.0305964716670703,-7e-04,0.0340052129693304,0.0032,0.00767567,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs6886690",-0.00769489885860569,0.0289909831708819,-0.0017,-0.0339798306014655,0.0032,0.00762244,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs689860",0.0262084953243509,0.0239612394518853,-0.0038,-0.0283182021042257,0.003,0.006366,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs705620",-0.0256412691354439,0.0270369687583202,0.0081,0.0318377568487514,0.0029,0.0069782,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7166356",0.0452813662873946,0.0254768776696335,0.0077,0.0319830458530507,0.0057,0.00705498,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7194696",0.00446524262701077,0.0232207249795342,0.0052,0.027975024455512,0.0025,0.00606717,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs72695721",-0.0179557814732699,0.0268861983015071,-0.0029,-0.0356116337225078,0.0033,0.00771973,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs72760566",-0.0263210137555671,0.0372088406273101,-0.0058,-0.045941325965206,0.0046,0.0100661,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs73198747",-0.00650941839158372,0.0752413907178649,0.0089,0.0881940107359163,0.0108,0.0198658,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs73588406",0.0180925362484114,0.0375894133109196,-0.0036,-0.0501497379711869,0.0048,0.0108147,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs74567472",-0.0057192423878502,0.0400476210039247,0.0087,-0.0580815456774152,0.0054,0.0119958,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7468707",0.0131430230748865,0.0231165740929206,0.0027,-0.0270012755029434,0.0039,0.00610435,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs75283138",0.00395859617763351,0.037652842455919,-0.0207,-0.0508712781857579,0.0048,0.0111895,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7530422",-0.0210284294825261,0.0232042626016076,3e-04,0.0328059517251775,0.0029,0.00639579,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs75325684",-0.0228626377669694,0.0378612096023653,0.0081,-0.0533501450975254,0.0049,0.0119812,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs75571461",-0.0638143506759119,0.0336609995475901,-0.0283,-0.0464974444610522,0.0042,0.00887819,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7563829",0.0605782268863583,0.0246281505556797,-0.0027,0.0302478851577184,0.0031,0.00658124,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7580544",0.0122416066600587,0.0229582994147298,0.0013,0.0293548979593335,0.0025,0.00644468,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs76131712",-0.0387212574710093,0.0355293243286956,0.0037,0.0455945875583921,0.0046,0.00959065,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs765231",-0.0343156715977899,0.0237998112448411,-0.003,-0.0272694547983349,0.0026,0.00617133,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs76714753",0.00957941285981348,0.0529229695485375,0.002,-0.0621328836717166,0.0065,0.0136508,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs769449",-0.0127876344909044,0.0369404573660926,-0.0242,-0.0503747689927679,0.004,0.00954818,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs77444362",-0.041732996010466,0.0505236179595676,0.0074,0.0604269552228573,0.0062,0.0132871,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7800690",-0.00493601399204471,0.0264362056516992,6e-04,0.0312951579807101,0.0033,0.00689714,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7822926",0.000396325644606471,0.0230400512437763,-0.0042,-0.0276199430443785,0.0025,0.00596154,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs78343610",0.21508884606948,0.0801322918514522,-0.0212,0.104702299080816,0.0108,0.0234531,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs78568939",0.095013206244795,0.0610954358626326,0.0114,0.0736035592446318,0.0078,0.0162021,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs7917983",0.00471416170852576,0.0230529908441328,-0.0125,-0.028118649759132,0.0024,0.00629366,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs796364",0.0148202172543867,0.0297071096067889,-0.006,-0.0350957126780616,0.0036,0.00774714,"BMI","OSA","AF",6.80889319075362,7.97989053978242
"rs80272565",-0.0703940617373941,0.0777971334673545,0.009,0.0888072634198099,0.0093,0.0198229,"BMI","OSA","AF",6.80889319075362,7.97989053978242
