"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10046898",0.0148330291748385,0.0236189474855287,0.0053,0.0269958389920592,0.003,0.00598021494309163,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10148553",0.0108345478017363,0.0236049966680863,0,-0.0276080125244938,0.0025,0.006145858247763,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10236214",0.00662266408146521,0.0239545638105345,-0.0128,-0.0278297235557614,0.0025,0.00626866697728897,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10266330",0.0389287438768027,0.0232723479910619,0.0135,0.0294794347709327,0.0029,0.00625346439305687,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10446018",0.0239818397021393,0.0247852299083866,0.0035,0.0283722640462981,0.0031,0.00639835817238111,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10485622",-0.0145207599652364,0.0291915803536394,-0.0213,-0.0343991185780872,0.0032,0.00770271392656787,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10513136",-0.0219689816495922,0.0491852198367753,0.0341,0.0584234604172174,0.005,0.0124953001032021,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10781114",-0.00545954979024818,0.0229936374787648,0.002,-0.0265923471663658,0.0025,0.00591612132146943,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs10892498",-0.00752516808749838,0.0353304363516801,-0.0065,-0.0415998526288834,0.0045,0.00937208209419433,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs111492193",0.0234045938992911,0.0298242196326936,0.0039,0.0375891485261709,0.0039,0.0080685614189184,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11174414",-0.00788394483161658,0.0410222971245744,0.0114,0.049277417707432,0.0047,0.0110360693455927,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11176015",-0.00708561909763156,0.025343596590053,-5e-04,-0.0297049820468344,0.0028,0.00667629390376909,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11201985",0.00328272400001908,0.0232934843204335,0.0146,0.0268433779033128,0.0025,0.00602479781740546,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11217081",0.0456473099166393,0.0375811041087082,0.0028,-0.0271426403097486,0.0029,0.0061221728657012,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs112250420",0.0399340036120693,0.043939972809752,-0.005,-0.0550372995358658,0.0059,0.0121764037205301,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs112502508",-0.0213604254389564,0.0236187135742111,0.0324,0.0273916609067187,0.003,0.00608950634469481,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11558741",-0.0498867207201326,0.0318855349118605,0.0043,0.0367450712814229,0.0034,0.00797438956700028,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11669624",-0.0259035469431694,0.0230006291309908,0.0137,0.0271486989541135,0.0025,0.00596252869091712,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11702131",-0.0218670351723641,0.0292815284651357,-0.0014,0.0363115112353076,0.0037,0.0079163266675326,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs117458536",0.0487805633833146,0.0600467809235891,-0.004,-0.0736968308660639,0.0073,0.0161944542385821,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs117760197",-0.0193889156805517,0.065943052224217,0.0145,0.0741989909035339,0.008,0.0161188747297632,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs11890894",0.0370149808950377,0.0319114349267613,-0.0063,-0.0332399206732212,0.0034,0.00690881263353203,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12139537",0.030661967760876,0.0265273439371676,0.0011,0.0296456996527905,0.0029,0.00670082476169899,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12469358",-0.00586564454792707,0.0307420889507427,-8e-04,-0.0375189771613089,0.0033,0.00785590454538906,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12511373",0.024628353257136,0.0365127523501853,0.0146,0.0465966878324374,0.0048,0.0103079584254821,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12564795",-0.031692116713565,0.0250054153246021,-0.0152,-0.0296052799656062,0.0031,0.00669753276534689,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12597391",0.0204686368893976,0.0247314965933293,-0.0078,-0.0293029174811437,0.0028,0.00646920554761422,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs1262870",-0.00757430954572873,0.0261997013443534,0,-0.031022414790767,0.0033,0.00687947276642199,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12677847",-0.0309252892593138,0.0250322484080389,-0.0032,0.0308343681474567,0.0027,0.00663989891856172,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs12987679",-0.0253792392074802,0.0241347147153474,0.0011,-0.0302819073869737,0.003,0.00636978650047309,"BMI","OSA","AF",6.25558831014797,8.04034237856971
"rs13067039",-0.0848633142950643,0.0367715620137226,0.0016,-0.0458812563353571,0.004,0.0102805097917667,"BMI","OSA","AF",6.25558831014797,8.04034237856971
