"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10782429",-0.00758882271681984,0.026546268429218,-0.0015,0.0332342633559019,0.0025,0.0074282084893064,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs1079208",0.0621623229674607,0.0276707204449338,0,0.0390971497049307,0.0025,0.00844997375285751,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs11068847",0.0379392231075886,0.089611150502615,0,0.124510329234475,0.01,0.0273023648353752,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs1120805",0.0132069951424349,0.0337035154138742,0.0093,-0.0438976790590418,0.0036,0.00987097303763389,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs11251508",0.0353363069761889,0.0264965425641529,0.0032,-0.0338516257418896,0.0026,0.00763928179582708,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs116931670",-0.0507633737804716,0.0502017706882146,0.0066,-0.0814646149991705,0.0056,0.0169262985492726,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs117061470",0.0345701913662771,0.0790328783247966,0.0071,0.113744038458884,0.0089,0.0255535768467762,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs117312222",-0.036095544625229,0.0596144207514956,0.0082,0.0783930433361924,0.0061,0.0156340718289029,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs117315629",-0.180725347248061,0.103740758343502,-0.0108,0.129549537521238,0.0104,0.0285329075296027,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs11759410",0.0401638318073531,0.0561201873227083,-0.0103,-0.0766443667065817,0.0055,0.0165671688925968,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs11883812",-0.00598766337490681,0.0457161193754364,4e-04,0.062255553887548,0.0044,0.0129581397107523,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs12215640",-0.0227851351375188,0.0529579155958321,-0.0169,0.0764129362121685,0.0053,0.0166134892546308,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs12658268",-0.0217928573952917,0.0320171922867223,0.0055,-0.0436740775368481,0.0031,0.00965277628674206,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs13174131",0.0157600489137393,0.0373003978105876,0.0363,0.0486368569252716,0.0042,0.0108672870909376,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs186360618",-0.0222365840618775,0.0424594767694457,0.0286,0.0615375285108964,0.0131,0.0138162688884436,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs2356864",-0.0711426006311804,0.026225262900969,0.0053,-0.0342724976413257,0.0025,0.00743224995684083,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs2837994",-0.0253269097145489,0.0410831117534971,0.0078,0.0506045240673494,0.0038,0.0113618450585423,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs28855509",-0.00260635961874217,0.0426087514097434,0.0129,0.0406170525916307,0.0035,0.00913061585110678,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs3025653",0.0623801720226118,0.0591982275946286,0.0064,0.0829786494617093,0.0058,0.0167648621771048,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs34837036",0.018462190627812,0.0340267074356025,-0.0037,-0.0487228447500127,0.0037,0.0107299768898786,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs429358",0.0269558122290234,0.0376183701800986,-0.0221,-0.0550943130370641,0.004,0.0106315938243128,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs4688059",0.0279115184119043,0.033402589616595,-0.0125,-0.0476039651966861,0.0033,0.0107471865696596,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs59569120",0.0354307817708388,0.0688104915496961,0.0139,-0.0937572907383886,0.0078,0.0211844879132127,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs62118281",-0.064415230570019,0.0890643902136508,-0.0287,-0.120423309253045,0.0095,0.0271299180064665,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs6461115",0.0361533565202137,0.0304113812802431,-0.0128,-0.0397948616463312,0.0027,0.00877023107893582,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs67354673",0.0062919422552462,0.0354668427121009,1e-04,0.0490211009187131,0.004,0.0107414349498715,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs71616678",-0.0369065504436637,0.0360581498761305,0.0028,0.0472271219836298,0.0038,0.0103864077658422,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs72821628",-0.0278536922347483,0.0310964501198345,-0.0059,-0.0419222747982616,0.0033,0.00872098226580144,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs76027431",-0.0956586742990481,0.103872151659237,0.0057,0.152585279185804,0.0099,0.0326876066481255,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs79163424",0.106790205456637,0.0615509862309881,-0.0179,-0.0840882264652915,0.007,0.0189968084785318,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
"rs8084408",0.0406462975065298,0.0311641619913715,-0.0017,-0.0404885322532959,0.0033,0.00899056663211988,"BMI","Sleepiness","CAD",6.23250019743335,12.4607160158912
