"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10148553",-0.0282398588109432,0.0269680131071602,0,-0.0276466715292348,0.0025,0.00619326,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs10266330",0.0376548976108313,0.0264216660818742,0.0135,0.0294520004219282,0.0029,0.00642371,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs10513136",0.0906319172747261,0.0536629511550719,0.0341,0.0583349436794296,0.005,0.0126802,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs10887584",-0.024260119797736,0.0264695624737888,0.0153,0.0273135651354597,0.0029,0.00606694,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs11072577",0.0232363600480658,0.0289260394472204,7e-04,-0.0323341599864044,0.0032,0.00671235,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs111492193",0.0128446149030907,0.0340656434425836,0.0039,0.0376329148068511,0.0039,0.00811495,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs112502508",-0.0547559227589451,0.0270528195371452,0.0324,0.0274303250480223,0.003,0.00614342,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs112632613",0.0267541357137612,0.0318872918895042,0,0.036852526596389,0.0036,0.0079477,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs113618521",-0.0151148446160331,0.035573643700674,0.0039,0.0402394248594984,0.0038,0.00845972,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs11558741",-0.0077173722539018,0.0358457114989448,0.0043,0.0367272223720269,0.0034,0.00820838,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs11669624",-0.0309509870180224,0.026245229840013,0.0137,0.0271092024786178,0.0025,0.00609048,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs11702131",-0.00977910525382689,0.0332474859857702,-0.0014,0.036360858433566,0.0037,0.00808693,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs117458536",-0.024908407229182,0.071095944180797,-0.004,-0.0738166299825895,0.0073,0.0165385,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs117760197",-0.122441245707455,0.0795356784958118,0.0145,0.0742908125802495,0.008,0.0162351,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs12129468",0.0182102029459049,0.027241279713068,-0.0017,0.0305873992677909,0.0024,0.00633034,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs12469358",-0.0479339589647629,0.0355454184015945,-8e-04,-0.03754611607397,0.0033,0.00808232,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
"rs12511373",0.0163615856120936,0.0415119272852244,0.0146,0.0466640961638859,0.0048,0.0104099,"BMI","OSA","CAD",6.80889319075362,7.97989053978242
