"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs111483542",0.178548095110543,0.0888799329203698,-0.0082,0.484463831070416,0.0107,0.103919686948966,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs12742385",-0.00727851286532079,0.03545621517169,-0.0139,-0.0628616852090232,0.0031,0.0134364642240115,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs16822697",0.0257702094555914,0.0397222369266882,-0.0014,-0.264814501196492,0.0037,0.05496195102711,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs17668087",0.0383953921002643,0.0413602228142753,-1e-04,0.0711222235540266,0.004,0.0148648518729646,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs448086",0.0437980039901594,0.0278539533102041,0,-0.0472206981221171,0.0027,0.0104285063704658,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs55654912",-0.141818099835795,0.108931363225681,-0.015,0.488001590479524,0.0103,0.10539233174443,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs61766953",-0.058858975675434,0.0585356807132529,-0.0074,-0.113286614904778,0.006,0.02511870685437,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs62436669",-0.0707227027791721,0.0347718750784063,-0.0175,-0.0633085939965224,0.0035,0.0137955319937117,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs78213764",-0.119742992222244,0.0787522076791718,0,0.392106688276272,0.0069,0.07993670375655,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs78440839",0.0565226422404431,0.111469185700741,-0.0201,0.56191142543357,0.0118,0.1203937125192,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
"rs824446",0.0222748385028952,0.0268744904458918,-0.0012,0.147413735159788,0.0023,0.0315622391118093,"BMI","ShortSleep","AF",5.41397233070674,9.96539659276144
