"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs11116609",-0.051375486695933,0.0610003359687669,-0.011,0.122978405210364,0.0076,0.0261621,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs111551671",-0.0205434388527458,0.0681601255285997,-0.0055,0.133210091012688,0.0078,0.0295262,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs112896137",0.0343206632540463,0.045812089465341,0.0032,0.0749312046334306,0.0049,0.0169388,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs11622538",0.0015846076847601,0.0412426099369482,-0.0037,0.0969361299579308,0.0047,0.0187367,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs11679120",0.0236360705030089,0.0562372736606679,0.0011,0.116573415471892,0.0072,0.0250619,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs11768507",0.0181093904536383,0.0235627231241329,-0.0049,0.0450307253743033,0.003,0.0100891,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs11790060",-0.00193897838482727,0.0243793524820849,0.0015,-0.0474847665717437,0.0031,0.0106024,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs118049019",-0.0252459345450558,0.0519536396196705,0.0026,-0.108276986650098,0.0067,0.0243456,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs12565028",-0.0324010758335464,0.0266774809058493,-0.0081,-0.057021246777192,0.0029,0.0128768,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs12705959",-0.0148545268624949,0.0230291946162315,8e-04,-0.046818060045716,0.0026,0.0104632,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs13208108",0.0130613590303498,0.0261037723160347,-0.0037,-0.0513438219798373,0.0029,0.0115568,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs1396427",0.0495022539390379,0.03080573732873,-0.0016,-0.0727739392944494,0.0035,0.0148473,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs1445477",0.0369030777902866,0.0234172826957612,0.0022,0.0478087303398148,0.003,0.0106804,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs16851959",-0.0542072362004306,0.0534119070109403,0.0014,-0.102728427088527,0.0055,0.0231575,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs17668087",-0.0117944837390669,0.0363823177815603,0.0024,0.0718833566734466,0.0044,0.0150596,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs17810777",0.00109489465775132,0.0282063094105176,-0.0028,-0.0616435157125723,0.003,0.0134264,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs246905",0.0227185283969865,0.0250057225409184,0.0139,-0.0487775142494425,0.0027,0.0107736,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs2554692",0.0032897097041054,0.0321823878636609,0.0039,0.0614807258430204,0.0035,0.0138247,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs294467",-0.0274130176411985,0.0242424356705234,-0.0087,-0.0496619941027278,0.0026,0.0108662,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs34055645",0.0195692690434655,0.0292007248116107,0.0012,-0.0595228539855774,0.0037,0.0131679,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs4471805",-0.107446803637554,0.037693862954287,0.0093,0.0698151999488698,0.0041,0.0154948,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs56293917",0.0249383520047696,0.0252225465025883,-0.0172,0.0507501469096611,0.0032,0.0110036,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs578174",0.00721016396878656,0.0369359334247223,-0.0081,-0.0883133150523932,0.0042,0.0190721,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs61906052",-0.0786793610171568,0.0516809399102072,0.0037,0.102836332586519,0.0064,0.0216434,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs62268945",-0.00199612764760585,0.0229694417323413,-0.0021,-0.0500729866344406,0.0029,0.0101158,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs73574943",-0.129186464068896,0.110596484404197,0.0036,0.189247516864688,0.0121,0.0427914,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs74473238",-0.007398867257039,0.0416963551422836,0.0168,0.084965953202593,0.0052,0.0185333,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs7542184",-0.0203943702999226,0.025140409456095,-0.0014,-0.0481372273790597,0.0031,0.010883,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs79066835",-0.00200933143513835,0.0401129699043651,0.0035,0.0768221426012845,0.0048,0.0164262,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
"rs7913819",-0.014641989820629,0.0240223275710588,-0.0031,-0.0481970401022932,0.0026,0.0102884,"BMI","ShortSleep","AF",3.55565954189051,18.5126850236021
