"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs117127404",-0.243195490473424,0.141403503168476,0.0051,-0.523563068348089,0.01,0.115427,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs12553270",0.0051328112876804,0.0670182381331544,5e-04,0.242569637139312,0.0048,0.0465059,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs1475549",-0.0517595652071766,0.0667118479068066,-0.0109,-0.249663363467434,0.0055,0.0561647,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs150081707",0.104397958449213,0.0839033685376879,-0.0094,0.26842279751297,0.0069,0.0588301,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs28573814",-0.0404582348219594,0.0323187448499369,-0.015,0.116982715485614,0.0025,0.0248692,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs56256111",-0.0099993115991483,0.0452412750764577,-0.0083,0.153553358609311,0.0038,0.0344867,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs5771648",0.0221947591780518,0.0321320704772554,-1e-04,-0.110874579090541,0.0027,0.0250637,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs60365505",0.0769702714538934,0.0630111280310645,-0.0047,0.213949414474266,0.0056,0.0483258,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs73313142",0.129479762616393,0.060817541471894,0.0066,0.218661522010342,0.0057,0.0492748,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs76725568",0.0570358457856485,0.057350820433412,2e-04,0.213925192504131,0.0049,0.0469983,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
"rs9784526",-0.00110059693773528,0.0387195702307505,0.0032,0.124895460071316,0.0028,0.0282546,"BMI","Insomnia","CKD",4.2809222332539,11.9536926179708
