"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10782429",0.0113031689315064,0.0313041771744851,-0.0015,0.0332342633559019,0.0025,0.0074282084893064,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs1079208",0.0515099878946971,0.0327062040319228,0,0.0390971497049307,0.0025,0.00844997375285751,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs11068847",0.0942252853393869,0.105678544538507,0,0.124510329234475,0.01,0.0273023648353752,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs1120805",0.0656179779507555,0.0389966740218621,0.0093,-0.0438976790590418,0.0036,0.00987097303763389,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs11251508",0.00873880026496942,0.031295523235391,0.0032,-0.0338516257418896,0.0026,0.00763928179582708,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs116931670",-0.0930961677830847,0.0606968269072831,0.0066,-0.0814646149991705,0.0056,0.0169262985492726,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs117061470",-0.0206455448396708,0.0948275631786913,0.0071,0.113744038458884,0.0089,0.0255535768467762,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs117312222",0.0668185870412206,0.0670544853962682,0.0082,0.0783930433361924,0.0061,0.0156340718289029,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs117315629",-0.0376201988853175,0.116185558827202,-0.0108,0.129549537521238,0.0104,0.0285329075296027,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs11759410",0.0231168741650196,0.0662104746907779,-0.0103,-0.0766443667065817,0.0055,0.0165671688925968,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs11883812",-0.021784997622815,0.0545168332703261,4e-04,0.062255553887548,0.0044,0.0129581397107523,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs12215640",0.0415397393306714,0.0614666503408694,-0.0169,0.0764129362121685,0.0053,0.0166134892546308,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs12658268",-0.0307014727637743,0.0378531299378457,0.0055,-0.0436740775368481,0.0031,0.00965277628674206,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs13174131",0.0521278884211613,0.0437790776183079,0.0363,0.0486368569252716,0.0042,0.0108672870909376,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs186360618",-0.0233466797948975,0.0495511105588012,0.0286,0.0615375285108964,0.0131,0.0138162688884436,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs2356864",-0.068226390703,0.0308959822078451,0.0053,-0.0342724976413257,0.0025,0.00743224995684083,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs2837994",-0.0212042859640924,0.0485657834133054,0.0078,0.0506045240673494,0.0038,0.0113618450585423,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs28855509",0.0144151950640815,0.0496705073539178,0.0129,0.0406170525916307,0.0035,0.00913061585110678,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs3025653",0.00489788095235772,0.0709306381884436,0.0064,0.0829786494617093,0.0058,0.0167648621771048,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs34837036",0.0866813394072251,0.0392010957390673,-0.0037,-0.0487228447500127,0.0037,0.0107299768898786,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs429358",0.0335721441642699,0.0443718983949224,-0.0221,-0.0550943130370641,0.004,0.0106315938243128,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs4688059",0.0596773788350912,0.0389857790552749,-0.0125,-0.0476039651966861,0.0033,0.0107471865696596,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs59569120",-0.0205598101910593,0.083188058647861,0.0139,-0.0937572907383886,0.0078,0.0211844879132127,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs62118281",-0.0129873190194317,0.102988323585487,-0.0287,-0.120423309253045,0.0095,0.0271299180064665,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs6461115",0.0350801914027926,0.0359584498251501,-0.0128,-0.0397948616463312,0.0027,0.00877023107893582,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs67354673",-0.0467148335487027,0.0425714599437091,1e-04,0.0490211009187131,0.004,0.0107414349498715,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs71616678",-0.013006024184652,0.0420712352459105,0.0028,0.0472271219836298,0.0038,0.0103864077658422,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs72821628",-0.0295936100842301,0.0365258072850356,-0.0059,-0.0419222747982616,0.0033,0.00872098226580144,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs76027431",-0.273267453594921,0.130487798601521,0.0057,0.152585279185804,0.0099,0.0326876066481255,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs79163424",0.116100895483507,0.0720497878165744,-0.0179,-0.0840882264652915,0.007,0.0189968084785318,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
"rs8084408",0.0546203627517407,0.0364058132661411,-0.0017,-0.0404885322532959,0.0033,0.00899056663211988,"BMI","Sleepiness","HF",6.23250019743335,12.4607160158912
