"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs1079208",0.0515099878946971,0.0327062040319228,0,0.0391630191813239,0.0025,0.00848663,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs11056489",-0.0475112919761022,0.0426563079271813,0.0022,0.0492757605341451,0.0035,0.0111228,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs11068847",0.0942252853393869,0.105678544538507,0,0.124754235833472,0.01,0.0274765,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs1120805",0.0656179779507555,0.0389966740218621,0.0093,-0.043988460820757,0.0036,0.00992817,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs116931670",-0.0930961677830847,0.0606968269072831,0.0066,-0.0816060123310791,0.0056,0.0170103,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs117312222",0.0668185870412206,0.0670544853962682,0.0082,0.078321226775196,0.0061,0.0163324,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs117315629",-0.0376201988853175,0.116185558827202,-0.0108,0.129860914654397,0.0104,0.0288176,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs11759410",0.0231168741650196,0.0662104746907779,-0.0103,-0.0768356889930365,0.0055,0.0167391,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs11883812",-0.021784997622815,0.0545168332703261,4e-04,0.0620917803069849,0.0044,0.0132316,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs12215640",0.0415397393306714,0.0614666503408694,-0.0169,0.0766091273698901,0.0053,0.017058,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs12658268",-0.0307014727637743,0.0378531299378457,0.0055,-0.0437324758650054,0.0031,0.00967513,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs186360618",-0.0233466797948975,0.0495511105588012,0.0286,0.0616593803867278,0.0131,0.0138933,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs2784119",-0.0621293909302882,0.0308962715971329,0.0044,-0.0345790224865275,0.0025,0.00779176,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs3025653",0.00489788095235772,0.0709306381884436,0.0064,0.0831271765738819,0.0058,0.0168777,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs34499190",0.115009086643295,0.0720203715938315,-0.018,-0.0869488334909697,0.007,0.0195776,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs34837036",0.0866813394072251,0.0392010957390673,-0.0037,-0.0488216146639937,0.0037,0.0107918,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs429358",0.0335721441642699,0.0443718983949224,-0.0221,-0.0550772867702816,0.004,0.0111589,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs7141168",0.0204033530808494,0.032003380647134,-0.0017,0.0366115429965666,0.0026,0.00804729,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs71616678",-0.013006024184652,0.0420712352459105,0.0028,0.0473605713598376,0.0038,0.0105559,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs72821628",-0.0295936100842301,0.0365258072850356,-0.0059,-0.0418621185951383,0.0033,0.00911522,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs76027431",-0.273267453594921,0.130487798601521,0.0057,0.152875581520542,0.0099,0.0329329,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
"rs8084408",0.0546203627517407,0.0364058132661411,-0.0017,-0.040604309881942,0.0033,0.00913325,"BMI","Sleepiness","HF",3.56040466373368,15.1931289129878
