"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs111483542",0.130708448858675,0.118299902733555,-0.0082,0.484463831070416,0.0107,0.103919686948966,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs12742385",-0.00534948932241606,0.0461214953985411,-0.0139,-0.0628616852090232,0.0031,0.0134364642240115,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs16822697",-0.0455500752861941,0.0528519253855039,-0.0014,-0.264814501196492,0.0037,0.05496195102711,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs17668087",0.0707128862614569,0.0530189540825099,-1e-04,0.0711222235540266,0.004,0.0148648518729646,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs448086",0.0253563421583085,0.0362706308749407,0,-0.0472206981221171,0.0027,0.0104285063704658,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs55654912",-0.0925533001715345,0.138966127901746,-0.015,0.488001590479524,0.0103,0.10539233174443,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs61766953",-0.0468122924865479,0.0758713476925612,-0.0074,-0.113286614904778,0.006,0.02511870685437,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs62436669",-0.0618112766731075,0.0450980699694717,-0.0175,-0.0633085939965224,0.0035,0.0137955319937117,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs78213764",-0.0593480373408403,0.0997717813581528,0,0.392106688276272,0.0069,0.07993670375655,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs78440839",-0.0703747936953328,0.152486087953892,-0.0201,0.56191142543357,0.0118,0.1203937125192,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
"rs824446",-0.057204989747884,0.0348249655814151,-0.0012,0.147413735159788,0.0023,0.0315622391118093,"BMI","ShortSleep","HF",5.41397233070674,9.96539659276144
