"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs111483542",-0.00708601951129469,0.0432643360057954,-0.0082,0.484463831070416,0.0107,0.103919686948966,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs12742385",-0.0120818084225353,0.0159920804056369,-0.0139,-0.0628616852090232,0.0031,0.0134364642240115,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs16822697",0.00491704718012628,0.0179937744554739,-0.0014,-0.264814501196492,0.0037,0.05496195102711,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs17668087",-0.0124503603579541,0.0189201596940992,-1e-04,0.0711222235540266,0.004,0.0148648518729646,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs448086",0.0302987431434753,0.0126331815208853,0,-0.0472206981221171,0.0027,0.0104285063704658,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs55654912",-0.0442646884621212,0.047075162854045,-0.015,0.488001590479524,0.0103,0.10539233174443,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs61766953",0.00941126576224375,0.0257713251397176,-0.0074,-0.113286614904778,0.006,0.02511870685437,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs62436669",-0.058473230749205,0.0154506775053644,-0.0175,-0.0633085939965224,0.0035,0.0137955319937117,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs78213764",-0.00616288754933645,0.0339805088627797,0,0.392106688276272,0.0069,0.07993670375655,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs78440839",0.0399096633530277,0.0510503773890084,-0.0201,0.56191142543357,0.0118,0.1203937125192,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
"rs824446",0.00494813442409122,0.0120946987513667,-0.0012,0.147413735159788,0.0023,0.0315622391118093,"BMI","ShortSleep","HTN",5.41397233070674,9.96539659276144
