"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs117127404",0.115764389667264,0.102128806533518,0.0051,-0.523563068348089,0.01,0.115427,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs12553270",0.0565330033743509,0.056370192399866,5e-04,0.242569637139312,0.0048,0.0465059,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs1475549",-0.115375063997306,0.0581703704662445,-0.0109,-0.249663363467434,0.0055,0.0561647,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs150081707",0.0751727765134795,0.072654888956651,-0.0094,0.26842279751297,0.0069,0.0588301,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs28573814",0.0187001959404117,0.0274031266365828,-0.015,0.116982715485614,0.0025,0.0248692,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs56256111",-0.0124357921548712,0.0385500547018088,-0.0083,0.153553358609311,0.0038,0.0344867,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs5771648",0.0125466517233217,0.0274216202594323,-1e-04,-0.110874579090541,0.0027,0.0250637,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs60365505",-0.000538593555528093,0.0554219366857828,-0.0047,0.213949414474266,0.0056,0.0483258,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs73313142",-0.0627446482819701,0.0561450203807851,0.0066,0.218661522010342,0.0057,0.0492748,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs76725568",0.0569183356866737,0.0490288327045424,2e-04,0.213925192504131,0.0049,0.0469983,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
"rs9784526",0.0231515542346429,0.0327813294921046,0.0032,0.124895460071316,0.0028,0.0282546,"BMI","Insomnia","AF",4.2809222332539,11.9536926179708
