"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs111483542",-0.0335609138507178,0.113230918617848,-0.0082,0.484463831070416,0.0107,0.103919686948966,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs12742385",-0.0673969953432818,0.0423624418260677,-0.0139,-0.0628616852090232,0.0031,0.0134364642240115,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs16822697",0.0446803228531198,0.0460590597322008,-0.0014,-0.264814501196492,0.0037,0.05496195102711,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs17668087",0.0195076223923484,0.0489454060112351,-1e-04,0.0711222235540266,0.004,0.0148648518729646,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs448086",0.0551461681416108,0.0326823061937172,0,-0.0472206981221171,0.0027,0.0104285063704658,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs55654912",-0.0827133147141295,0.12610396721144,-0.015,0.488001590479524,0.0103,0.10539233174443,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs61766953",-0.0404261941038741,0.0681596370660162,-0.0074,-0.113286614904778,0.006,0.02511870685437,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs62436669",-0.0658982418266143,0.0407595053062465,-0.0175,-0.0633085939965224,0.0035,0.0137955319937117,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs78213764",0.119009562323161,0.0840565464762012,0,0.392106688276272,0.0069,0.07993670375655,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs78440839",0.0296231062916901,0.132635904567704,-0.0201,0.56191142543357,0.0118,0.1203937125192,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
"rs824446",-0.00253184716341631,0.031495133782952,-0.0012,0.147413735159788,0.0023,0.0315622391118093,"BMI","ShortSleep","CKD",5.41397233070674,9.96539659276144
