"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs11116609",0.0100714259100557,0.0710613614686607,-0.011,0.122978405210364,0.0076,0.0261621,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs111551671",-0.115111277993594,0.0856329268735778,-0.0055,0.133210091012688,0.0078,0.0295262,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs112896137",0.0966892811453058,0.0539038424545125,0.0032,0.0749312046334306,0.0049,0.0169388,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs11622538",-0.0129063727573515,0.0497065839372122,-0.0037,0.0969361299579308,0.0047,0.0187367,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs11679120",0.0291356594803235,0.0678722130539426,0.0011,0.116573415471892,0.0072,0.0250619,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs11768507",0.0100576375984213,0.0281727673303476,-0.0049,0.0450307253743033,0.003,0.0100891,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs11790060",-0.0293414704349159,0.029317068966305,0.0015,-0.0474847665717437,0.0031,0.0106024,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs118049019",-0.0352440095713085,0.0632541833589281,0.0026,-0.108276986650098,0.0067,0.0243456,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs12565028",-0.0694265955476718,0.0321679287516922,-0.0081,-0.057021246777192,0.0029,0.0128768,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs12705959",-0.0108540207728924,0.0275733284921953,8e-04,-0.046818060045716,0.0026,0.0104632,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs13208108",0.00905605121789444,0.031195510651693,-0.0037,-0.0513438219798373,0.0029,0.0115568,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs1396427",-0.0573476350406348,0.037702979425181,-0.0016,-0.0727739392944494,0.0035,0.0148473,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs1445477",0.0385441734525548,0.0280153680863113,0.0022,0.0478087303398148,0.003,0.0106804,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs16851959",-0.029961088707266,0.0638969751171731,0.0014,-0.102728427088527,0.0055,0.0231575,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs17668087",-0.0334887602103327,0.0442011942304899,0.0024,0.0718833566734466,0.0044,0.0150596,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs17810777",-0.0361368674429726,0.0340474829303564,-0.0028,-0.0616435157125723,0.003,0.0134264,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs246905",0.0202429245892144,0.0299646389044904,0.0139,-0.0487775142494425,0.0027,0.0107736,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs2554692",-0.0518517080229789,0.0391054665570462,0.0039,0.0614807258430204,0.0035,0.0138247,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs294467",0.0125928132801036,0.0290035031932984,-0.0087,-0.0496619941027278,0.0026,0.0108662,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs34055645",0.0307844257056244,0.0346594169725131,0.0012,-0.0595228539855774,0.0037,0.0131679,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs4471805",0.0229926152687137,0.0430831470121934,0.0093,0.0698151999488698,0.0041,0.0154948,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs56293917",-0.0126617420419831,0.0303703642716804,-0.0172,0.0507501469096611,0.0032,0.0110036,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs578174",-0.0655380921196467,0.0449489031139726,-0.0081,-0.0883133150523932,0.0042,0.0190721,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs61906052",-0.0443994533966457,0.062150658836193,0.0037,0.102836332586519,0.0064,0.0216434,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs62268945",0.0464813820101077,0.0274651904512949,-0.0021,-0.0500729866344406,0.0029,0.0101158,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs73574943",-0.00253335172071675,0.127456119730905,0.0036,0.189247516864688,0.0121,0.0427914,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs74473238",0.0838809444619403,0.048887806415238,0.0168,0.084965953202593,0.0052,0.0185333,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs7542184",-0.0159408999975288,0.0301581002970627,-0.0014,-0.0481372273790597,0.0031,0.010883,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs79066835",0.000859990906711987,0.0484795809865263,0.0035,0.0768221426012845,0.0048,0.0164262,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
"rs7913819",-0.0146123866898804,0.028781693652882,-0.0031,-0.0481970401022932,0.0026,0.0102884,"BMI","ShortSleep","CKD",3.55565954189051,18.5126850236021
