"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs11212405",0.0260204325138598,0.0140803496946466,-0.0059,0.0369103540200972,0.0029,0.00828186,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs11636029",-0.00966852711786641,0.0151920696193888,-0.0018,0.0404603291272106,0.0028,0.00900089,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs12283611",-0.00448431984702488,0.0139845216837425,-3e-04,0.0392495588910852,0.0029,0.00863027,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs12487067",0.0105243324822959,0.0267583463872655,0.0138,0.0707659652933227,0.0057,0.015704,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs16903499",-0.0089750487739655,0.0158137966367928,-0.0038,0.0419765277901568,0.0029,0.00933569,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs17354185",0.0283374162412311,0.0166267873686152,-0.002,-0.0484489223990281,0.0031,0.0105304,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs2165048",-0.00582382955740975,0.0198314916587567,-0.0028,-0.068298112887609,0.0041,0.0132232,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs2570501",-0.00217596473614644,0.0154988019028778,-1e-04,-0.0465414444359166,0.0028,0.0093792,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs283256",-0.0233806507122615,0.0150449106995208,-7e-04,-0.0412033172145134,0.0028,0.00924467,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs28884258",0.0228581244679312,0.0192704680741946,5e-04,-0.0506261485577745,0.0041,0.0113816,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs303757",0.0098971492892509,0.0145312468181843,0.0207,-0.038748104850181,0.0026,0.00862066,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs35449613",-0.033226234561263,0.0285418767619995,-0.0029,0.082372299757861,0.006,0.0180341,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs4780824",0.00800299680841447,0.018102967055027,-0.0196,0.047141186304803,0.0038,0.0105977,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs58941960",-0.0137088701732895,0.0199218361237253,-0.0159,0.0566449487059528,0.0041,0.0121871,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs60994383",-0.03426511866076,0.0165179202413243,-0.002,-0.0483124782795056,0.0035,0.00968763,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs62032791",-0.00680109728747312,0.0147139545429698,0.0038,0.037931420834556,0.0031,0.008575,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs7290678",-0.0225249246991812,0.0460017936710651,0.0029,-0.135455528301143,0.0088,0.0294546,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs73204557",-0.0017346460181689,0.0228309849269232,-0.0046,-0.0732278979941559,0.0052,0.0164761,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
"rs77872709",0.0356091358563215,0.0534931959487552,-0.0041,-0.158292578994593,0.0112,0.0357627,"BMI","Insomnia","HTN",6.11083501870104,18.1368863031469
