"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs1079208",0.030560161437446,0.0148017235687397,0,0.0391630191813239,0.0025,0.00848663,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs11056489",-0.0109990505095602,0.0189310955648845,0.0022,0.0492757605341451,0.0035,0.0111228,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs11068847",-0.120436951932534,0.049513192210754,0,0.124754235833472,0.01,0.0274765,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs1120805",0.0101308416415889,0.0178334229610309,0.0093,-0.043988460820757,0.0036,0.00992817,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs116931670",-0.0184645341924781,0.026408638859353,0.0066,-0.0816060123310791,0.0056,0.0170103,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs117312222",0.0089285394440653,0.0309333351631996,0.0082,0.078321226775196,0.0061,0.0163324,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs117315629",-0.0948834606263352,0.0512308638093245,-0.0108,0.129860914654397,0.0104,0.0288176,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs11759410",0.00184426790506746,0.0301950723083713,-0.0103,-0.0768356889930365,0.0055,0.0167391,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs11883812",0.0180689084572532,0.0244010918532728,4e-04,0.0620917803069849,0.0044,0.0132316,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs12215640",0.00258142149877485,0.0281284121445082,-0.0169,0.0766091273698901,0.0053,0.017058,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs12658268",-0.0247222752492158,0.0168684647529072,0.0055,-0.0437324758650054,0.0031,0.00967513,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs186360618",0.0154385759666259,0.0220617368159113,0.0286,0.0616593803867278,0.0131,0.0138933,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs2784119",-0.0178014509976562,0.0138757938962105,0.0044,-0.0345790224865275,0.0025,0.00779176,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs3025653",-0.0541468955802501,0.032060420785726,0.0064,0.0831271765738819,0.0058,0.0168777,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs34499190",-0.0234262943087134,0.0338324109230134,-0.018,-0.0869488334909697,0.007,0.0195776,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs34837036",0.00582631454631843,0.0180730883802619,-0.0037,-0.0488216146639937,0.0037,0.0107918,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs429358",-0.0787597335023859,0.0201673815197614,-0.0221,-0.0550772867702816,0.004,0.0111589,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs7141168",-0.00478058495344667,0.0144222511421567,-0.0017,0.0366115429965666,0.0026,0.00804729,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs71616678",0.00630802733295803,0.0187847711493376,0.0028,0.0473605713598376,0.0038,0.0105559,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs72821628",0.00441373161553212,0.0162639054455606,-0.0059,-0.0418621185951383,0.0033,0.00911522,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs76027431",0.00712290851689519,0.0520372700123406,0.0057,0.152875581520542,0.0099,0.0329329,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
"rs8084408",0.0241858716870358,0.0165527569615272,-0.0017,-0.040604309881942,0.0033,0.00913325,"BMI","Sleepiness","HTN",3.56040466373368,15.1931289129878
