"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10782429",-0.0123413487814474,0.0140769208004036,-0.0015,0.0332342633559019,0.0025,0.0074282084893064,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs1079208",0.030560161437446,0.0148017235687397,0,0.0390971497049307,0.0025,0.00844997375285751,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs11068847",-0.120436951932534,0.049513192210754,0,0.124510329234475,0.01,0.0273023648353752,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs1120805",0.0101308416415889,0.0178334229610309,0.0093,-0.0438976790590418,0.0036,0.00987097303763389,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs11251508",-0.0149931270779833,0.0140830600173481,0.0032,-0.0338516257418896,0.0026,0.00763928179582708,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs116931670",-0.0184645341924781,0.026408638859353,0.0066,-0.0814646149991705,0.0056,0.0169262985492726,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs117061470",0.00119958952101754,0.0424471815592771,0.0071,0.113744038458884,0.0089,0.0255535768467762,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs117312222",0.0089285394440653,0.0309333351631996,0.0082,0.0783930433361924,0.0061,0.0156340718289029,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs117315629",-0.0948834606263352,0.0512308638093245,-0.0108,0.129549537521238,0.0104,0.0285329075296027,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs11759410",0.00184426790506746,0.0301950723083713,-0.0103,-0.0766443667065817,0.0055,0.0165671688925968,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs11883812",0.0180689084572532,0.0244010918532728,4e-04,0.062255553887548,0.0044,0.0129581397107523,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs12215640",0.00258142149877485,0.0281284121445082,-0.0169,0.0764129362121685,0.0053,0.0166134892546308,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs12658268",-0.0247222752492158,0.0168684647529072,0.0055,-0.0436740775368481,0.0031,0.00965277628674206,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs13174131",0.00428867392773247,0.0199583459778421,0.0363,0.0486368569252716,0.0042,0.0108672870909376,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs186360618",0.0154385759666259,0.0220617368159113,0.0286,0.0615375285108964,0.0131,0.0138162688884436,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs2356864",-0.0150272251615327,0.0138732670776491,0.0053,-0.0342724976413257,0.0025,0.00743224995684083,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs2837994",-0.00166868039174307,0.0217016101211814,0.0078,0.0506045240673494,0.0038,0.0113618450585423,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs28855509",0.0252897396615486,0.0225283121404539,0.0129,0.0406170525916307,0.0035,0.00913061585110678,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs3025653",-0.0541468955802501,0.032060420785726,0.0064,0.0829786494617093,0.0058,0.0167648621771048,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs34837036",0.00582631454631843,0.0180730883802619,-0.0037,-0.0487228447500127,0.0037,0.0107299768898786,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs429358",-0.0787597335023859,0.0201673815197614,-0.0221,-0.0550943130370641,0.004,0.0106315938243128,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs4688059",-0.0062489763965142,0.0178040569263227,-0.0125,-0.0476039651966861,0.0033,0.0107471865696596,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs59569120",-0.0576220498318285,0.037092710952698,0.0139,-0.0937572907383886,0.0078,0.0211844879132127,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs62118281",0.0160927071004126,0.0459098787426429,-0.0287,-0.120423309253045,0.0095,0.0271299180064665,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs6461115",-0.0124622521735646,0.0162624513434059,-0.0128,-0.0397948616463312,0.0027,0.00877023107893582,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs67354673",-0.00764736135110819,0.018886575299028,1e-04,0.0490211009187131,0.004,0.0107414349498715,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs71616678",0.00630802733295803,0.0187847711493376,0.0028,0.0472271219836298,0.0038,0.0103864077658422,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs72821628",0.00441373161553212,0.0162639054455606,-0.0059,-0.0419222747982616,0.0033,0.00872098226580144,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs76027431",0.00712290851689519,0.0520372700123406,0.0057,0.152585279185804,0.0099,0.0326876066481255,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs79163424",-0.0226017051269563,0.0338455905594962,-0.0179,-0.0840882264652915,0.007,0.0189968084785318,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
"rs8084408",0.0241858716870358,0.0165527569615272,-0.0017,-0.0404885322532959,0.0033,0.00899056663211988,"BMI","Sleepiness","HTN",6.23250019743335,12.4607160158912
