"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10782429",-0.00352632972040878,0.0121800312291908,-0.0021,0.0330861282598691,0.0023,0.00747491257767895,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs117134599",0.0109288541181844,0.0386615804695123,-1e-04,0.333372571770795,0.0079,0.0729343945483728,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs117312222",0.0276059588316467,0.0267498258055795,0.002,0.0802203946669969,0.0056,0.0179883356649311,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs11903853",-0.0190743419957461,0.0173462058726602,0.0016,0.16123495841879,0.0036,0.0358975223393831,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs13401678",0.019820012620202,0.0155126924817061,0.0049,0.142020922400367,0.003,0.0319052965806391,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs2356864",-0.0278146002580517,0.0120940425828276,0.0035,-0.0346314647381597,0.0023,0.0076902276077225,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs429358",-0.0513294157255564,0.017762295575339,-0.0276,-0.0554340766783028,0.0036,0.0107824124730112,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs55860148",-0.0299490491211864,0.0141060658727961,-0.0175,-0.0407910380797502,0.0032,0.0088851976493029,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs59569120",0.0400568174491289,0.032335958651258,-0.0047,-0.0938058446572222,0.0071,0.0211860654222171,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs62139969",-0.0145247213007256,0.0450427311157842,-0.008,0.43709206772692,0.0099,0.0987419369572488,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs62460510",0.00340107471266702,0.0234455863638775,0.013,0.203531840623326,0.005,0.045903031686498,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs72727877",0.0324714979502336,0.0185201179222116,0.0013,0.169198067191198,0.0042,0.0382890368182156,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs72821631",-0.00374267367900919,0.0141572726788752,-0.01,-0.0450642558419578,0.0031,0.00989276618304621,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs76636859",0.015115053638145,0.0225776982373854,0.005,-0.227913231979234,0.0052,0.0482378645852143,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs8095147",-0.0206103570929666,0.0120590183521586,-0.0032,-0.0444275356041932,0.0023,0.00904887621407717,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
"rs9919172",-0.00423456086134029,0.0187856712103402,-0.0045,-0.186177617047225,0.0036,0.0412515133844197,"BMI","Sleepiness","HTN",7.05077893877452,14.2092737875302
