"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10148553",-0.0231458171509905,0.0142845119485401,0,-0.0276466715292348,0.0025,0.00619326,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs10266330",0.0179641691075441,0.0140572345444155,0.0135,0.0294520004219282,0.0029,0.00642371,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs10513136",0.0115095389046049,0.0294076096671298,0.0341,0.0583349436794296,0.005,0.0126802,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs10887584",0.0105808829933938,0.0139809483651722,0.0153,0.0273135651354597,0.0029,0.00606694,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs11072577",-0.00554512568869645,0.0154227546182747,7e-04,-0.0323341599864044,0.0032,0.00671235,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs111492193",0.00736464851995057,0.0181256816032446,0.0039,0.0376329148068511,0.0039,0.00811495,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs112502508",0.0296844872289483,0.0142405221568262,0.0324,0.0274303250480223,0.003,0.00614342,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs112632613",-0.0125106579893411,0.0170396836296308,0,0.036852526596389,0.0036,0.0079477,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs113618521",-0.00804364508227662,0.0186414986652077,0.0039,0.0402394248594984,0.0038,0.00845972,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs11558741",-0.0384838911516121,0.0190068970625437,0.0043,0.0367272223720269,0.0034,0.00820838,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs11669624",0.0168218653266455,0.0138604271048858,0.0137,0.0271092024786178,0.0025,0.00609048,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs11702131",0.00525567304629393,0.0176044996460501,-0.0014,0.036360858433566,0.0037,0.00808693,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs117458536",0.0153901534322361,0.0367343694977408,-0.004,-0.0738166299825895,0.0073,0.0165385,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs117760197",-0.033304274471012,0.0395115933766733,0.0145,0.0742908125802495,0.008,0.0162351,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs12129468",0.0302785844450117,0.0144505249508252,-0.0017,0.0305873992677909,0.0024,0.00633034,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs12469358",0.00557936400362523,0.0184878340462947,-8e-04,-0.03754611607397,0.0033,0.00808232,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
"rs12511373",-0.0370149762537823,0.0222710553254075,0.0146,0.0466640961638859,0.0048,0.0104099,"BMI","OSA","HTN",6.80889319075362,7.97989053978242
