"SNP","beta_outcome","se_outcome","beta_exp1","beta_exp2","se_exp1","se_exp2","exp1","exp2","outcome","cond_F_stat_exp1","cond_F_stat_exp2"
"rs10046898",-0.0158822107261057,0.0142973861948039,0.0053,0.0269958389920592,0.003,0.00598021494309163,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10148553",-0.0231458171509905,0.0142845119485401,0,-0.0276080125244938,0.0025,0.006145858247763,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10236214",0.00614175521029075,0.0144646457218701,-0.0128,-0.0278297235557614,0.0025,0.00626866697728897,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10266330",0.0179641691075441,0.0140572345444155,0.0135,0.0294794347709327,0.0029,0.00625346439305687,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10446018",-0.00136997883209212,0.0150283170657668,0.0035,0.0283722640462981,0.0031,0.00639835817238111,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10485622",-0.00541364666731774,0.0175576147354324,-0.0213,-0.0343991185780872,0.0032,0.00770271392656787,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10513136",0.0115095389046049,0.0294076096671298,0.0341,0.0584234604172174,0.005,0.0124953001032021,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10781114",-0.00557084848834648,0.0138837080943197,0.002,-0.0265923471663658,0.0025,0.00591612132146943,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs10892498",-0.00137178748933473,0.0213263575615941,-0.0065,-0.0415998526288834,0.0045,0.00937208209419433,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs111492193",0.00736464851995057,0.0181256816032446,0.0039,0.0375891485261709,0.0039,0.0080685614189184,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11174414",-0.00678100566080017,0.024715387860011,0.0114,0.049277417707432,0.0047,0.0110360693455927,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11176015",-0.00365695631568829,0.0152664996355537,-5e-04,-0.0297049820468344,0.0028,0.00667629390376909,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11201985",0.00702670453058397,0.0140427729992708,0.0146,0.0268433779033128,0.0025,0.00602479781740546,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11217081",-0.0356679561155691,0.0226296958850792,0.0028,-0.0271426403097486,0.0029,0.0061221728657012,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs112250420",0.0150066367147653,0.0268102418810325,-0.005,-0.0550372995358658,0.0059,0.0121764037205301,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs112502508",0.0296844872289483,0.0142405221568262,0.0324,0.0273916609067187,0.003,0.00608950634469481,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11558741",-0.0384838911516121,0.0190068970625437,0.0043,0.0367450712814229,0.0034,0.00797438956700028,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11669624",0.0168218653266455,0.0138604271048858,0.0137,0.0271486989541135,0.0025,0.00596252869091712,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs11702131",0.00525567304629393,0.0176044996460501,-0.0014,0.0363115112353076,0.0037,0.0079163266675326,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs117458536",0.0153901534322361,0.0367343694977408,-0.004,-0.0736968308660639,0.0073,0.0161944542385821,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
"rs117760197",-0.033304274471012,0.0395115933766733,0.0145,0.0741989909035339,0.008,0.0161188747297632,"BMI","OSA","HTN",6.25558831014797,8.04034237856971
